idx,split
8596,train
8597,train
8598,train
8599,train
8600,train
8601,train
8602,train
8603,train
8604,test
8605,val
8606,val
8607,test
8608,val
8609,test
8610,val
8611,train
8612,train
8613,val
8614,train
8615,train
8616,train
8617,train
8618,val
8619,train
8620,train
8621,train
8622,test
8623,val
8624,train
8625,train
8626,train
8627,train
8628,train
8629,train
8630,train
8631,val
8632,val
8633,train
8634,train
8635,train
8636,val
8637,train
8638,train
8639,train
8640,train
8641,test
8642,train
8643,train
8644,train
8645,train
8646,train
8647,train
8648,train
8649,test
8650,train
8651,val
8652,train
8653,train
8654,train
8655,train
8656,train
8657,train
8658,train
8659,test
8660,train
8661,train
8662,train
8663,train
8664,train
8665,train
8666,test
8667,val
8668,train
8669,train
8670,train
8671,val
8672,train
8673,test
8674,test
8675,train
8676,val
8677,val
8678,train
8679,test
8680,train
8681,train
8682,train
8683,train
8684,train
8685,train
8686,train
8687,train
8688,train
8689,train
8690,train
8691,test
8692,train
8693,train
8694,train
8695,train
8696,val
8697,val
8698,val
8699,train
8700,test
8701,train
8702,train
8703,train
8704,train
8705,train
8706,train
8707,val
8708,train
8709,train
8710,test
8711,train
8712,train
8713,train
8714,val
8715,train
8716,train
8717,train
8718,train
8719,train
8720,train
8721,train
8722,train
8723,val
8724,train
8725,train
8726,train
8727,test
8728,train
8729,val
8730,train
8731,test
8732,train
8733,test
8734,train
8735,val
8736,train
8737,train
8738,train
8739,train
8740,train
8741,train
8742,train
8743,train
8744,train
8745,val
8746,train
8747,train
8748,train
8749,train
8750,train
8751,train
8752,train
8753,test
8754,train
8755,train
8756,train
8757,train
8758,train
8759,train
8760,train
8761,train
8762,train
8763,test
8764,test
8765,train
8766,val
8767,train
8768,val
8769,train
8770,train
8771,test
8772,train
8773,train
8774,train
8775,train
8776,train
8777,test
8778,train
8779,val
8780,train
8781,train
8782,test
8783,val
8784,train
8785,train
8786,train
8787,train
8788,train
8789,train
8790,test
8791,val
8792,train
8793,train
8794,train
8795,train
8796,test
8797,train
8798,train
8799,train
8800,train
8801,train
8802,train
8803,train
8804,train
8805,train
8806,train
8807,train
8808,train
8809,train
8810,train
8811,train
8812,train
8813,train
8814,train
8815,train
8816,train
8817,train
8818,train
8819,train
8820,train
8821,train
8822,test
8823,train
8824,train
8825,test
8826,train
8827,train
8828,train
8829,train
8830,train
8831,train
8832,train
8833,train
8834,test
8835,train
8836,test
8837,train
8838,test
8839,test
8840,test
8841,test
8842,train
8843,train
8844,train
8845,train
8846,train
8847,train
8848,train
8849,val
8850,train
8851,train
8852,train
8853,train
8854,val
8855,test
8856,test
8857,train
8858,test
8859,train
8860,train
8861,train
8862,train
8863,train
8864,test
8865,test
8866,train
8867,train
8868,test
8869,train
8870,train
8871,train
8872,val
8873,train
8874,train
8875,test
8876,train
8877,train
8878,train
8879,train
8880,train
8881,train
8882,val
8883,train
8884,val
8885,train
8886,train
8887,train
8888,train
8889,train
8890,train
8891,train
8892,train
8893,train
8894,train
8895,test
8896,train
8897,train
8898,test
8899,train
8900,train
8901,train
8902,train
8903,train
8904,train
8905,train
8906,train
8907,train
8908,train
8909,train
8910,train
8911,train
8912,train
8913,train
8914,train
8915,train
8916,train
8917,train
8918,train
8919,train
8920,train
8921,train
8922,train
8923,train
8924,train
8925,test
8926,train
8927,train
8928,val
8929,train
8930,train
8931,train
8932,train
8933,train
8934,train
8935,train
8936,train
8937,train
8938,train
8939,train
8940,val
8941,train
8942,train
8943,train
8944,train
8945,train
8946,train
8947,test
8948,val
8949,test
8950,train
8951,val
8952,train
8953,val
8954,train
8955,train
8956,test
8957,train
8958,train
8959,train
8960,val
8961,val
8962,train
8963,train
8964,train
8965,train
8966,train
8967,test
8968,train
8969,train
8970,val
8971,val
8972,test
8973,val
8974,train
8975,train
8976,val
8977,train
8978,train
8979,test
8980,train
8981,val
8982,train
8983,train
8984,train
8985,test
8986,train
8987,train
8988,train
8989,train
8990,val
8991,train
8992,test
8993,train
8994,test
8995,test
8996,train
8997,train
8998,train
8999,val
9000,val
9001,val
9002,train
9003,train
9004,train
9005,train
9006,train
9007,train
9008,train
9009,train
9010,val
9011,train
9012,train
9013,train
9014,test
9015,test
9016,train
9017,train
9018,val
9019,train
9020,test
9021,train
9022,test
9023,train
9024,val
9025,train
9026,train
9027,train
9028,test
9029,test
9030,train
9031,train
9032,train
9033,test
9034,train
9035,train
9036,train
9037,test
9038,train
9039,val
9040,train
9041,val
9042,test
9043,test
9044,val
9045,train
9046,val
9047,train
9048,test
9049,val
9050,train
9051,train
9052,train
9053,train
9054,train
9055,train
9056,train
9057,val
9058,val
9059,train
9060,train
9061,train
9062,val
9063,train
9064,train
9065,train
9066,train
9067,train
9068,train
9069,train
9070,train
9071,val
9072,train
9073,train
9074,train
9075,train
9076,train
9077,val
9078,train
9079,train
9080,train
9081,test
9082,train
9083,train
9084,val
9085,train
9086,train
9087,train
9088,train
9089,val
9090,val
9091,val
9092,train
9093,train
9094,train
9095,train
9096,test
9097,test
9098,val
9099,train
9100,train
9101,train
9102,train
9103,train
9104,train
9105,train
9106,train
9107,test
9108,val
9109,train
9110,val
9111,test
9112,train
9113,train
9114,train
9115,train
9116,test
9117,train
9118,val
9119,train
9120,val
9121,train
9122,train
9123,test
9124,train
9125,train
9126,train
9127,train
9128,val
9129,train
9130,train
9131,train
9132,val
9133,train
9134,train
9135,val
9136,test
9137,val
9138,train
9139,test
9140,train
9141,train
9142,val
9143,train
9144,val
9145,train
9146,test
9147,train
9148,train
9149,test
9150,val
9151,val
9152,train
9153,test
9154,val
9155,train
9156,val
9157,train
9158,train
9159,train
9160,val
9161,train
9162,test
9163,train
9164,train
9165,test
9166,train
9167,train
9168,train
9169,train
9170,train
9171,test
9172,val
9173,train
9174,train
9175,test
9176,train
9177,test
9178,train
9179,val
9180,test
9181,val
9182,train
9183,train
9184,test
9185,train
9186,train
9187,train
9188,train
9189,train
9190,train
9191,val
9192,train
9193,train
9194,train
9195,train
9196,train
9197,val
9198,train
9199,train
9200,val
9201,train
9202,train
9203,train
9204,train
9205,test
9206,val
9207,train
9208,val
9209,train
9210,val
9211,train
9212,train
9213,train
9214,val
9215,train
9216,train
9217,test
9218,train
9219,train
9220,test
9221,train
9222,train
9223,train
9224,train
9225,test
9226,train
9227,train
9228,test
9229,val
9230,train
9231,train
9232,test
9233,train
9234,train
9235,train
9236,test
9237,train
9238,test
9239,train
9240,val
9241,train
9242,train
9243,train
9244,val
9245,val
9246,train
9247,train
9248,train
9249,test
9250,val
9251,test
9252,test
9253,test
9254,test
9255,train
9256,train
9257,train
9258,train
9259,train
9260,train
9261,train
9262,train
9263,train
9264,train
9265,train
9266,val
9267,test
9268,test
9269,train
9270,train
9271,val
9272,train
9273,train
9274,test
9275,train
9276,val
9277,train
9278,train
9279,train
9280,train
9281,train
9282,val
9283,train
9284,test
9285,train
9286,train
9287,test
9288,val
9289,test
9290,train
9291,train
9292,train
9293,test
9294,val
9295,train
9296,val
9297,train
9298,train
9299,val
9300,train
9301,train
9302,train
9303,val
9304,test
9305,train
9306,train
9307,train
9308,test
9309,train
9310,train
9311,train
9312,train
9313,test
9314,test
9315,test
9316,train
9317,train
9318,val
9319,train
9320,train
9321,train
9322,train
9323,val
9324,train
9325,test
9326,val
9327,train
9328,test
9329,test
9330,train
9331,test
9332,train
9333,train
9334,train
9335,train
9336,train
9337,train
9338,train
9339,train
9340,train
9341,test
9342,train
9343,train
9344,train
9345,train
9346,val
9347,train
9348,train
9349,train
9350,train
9351,train
9352,train
9353,train
9354,train
9355,test
9356,test
9357,train
9358,train
9359,test
9360,train
9361,train
9362,train
9363,train
9364,train
9365,train
9366,train
9367,test
9368,train
9369,train
9370,train
9371,train
9372,train
9373,test
9374,train
9375,test
9376,val
9377,train
9378,train
9379,train
9380,train
9381,train
9382,test
9383,train
9384,val
9385,train
9386,train
9387,train
9388,train
9389,train
9390,train
9391,test
9392,train
9393,val
9394,train
9395,train
9396,train
9397,train
9398,val
9399,train
9400,train
9401,train
9402,train
9403,train
9404,val
9405,train
9406,train
9407,train
9408,train
9409,train
9410,train
9411,train
9412,val
9413,train
9414,train
9415,train
9416,val
9417,val
9418,train
9419,train
9420,test
9421,train
9422,train
9423,train
9424,val
9425,train
9426,train
9427,val
9428,test
9429,train
9430,train
9431,val
9432,train
9433,train
9434,val
9435,train
9436,train
9437,train
9438,train
9439,train
9440,train
9441,train
9442,train
9443,train
9444,val
9445,train
9446,train
9447,test
9448,train
9449,train
9450,train
9451,train
9452,train
9453,val
9454,test
9455,test
9456,val
9457,train
9458,train
9459,train
9460,train
9461,train
9462,train
9463,train
9464,train
9465,val
9466,val
9467,val
9468,val
9469,train
9470,test
9471,train
9472,train
9473,train
9474,train
9475,train
9476,train
9477,train
9478,test
9479,val
9480,test
9481,val
9482,train
9483,test
9484,train
9485,train
9486,train
9487,train
9488,train
9489,val
9490,val
9491,train
9492,train
9493,train
9494,train
9495,train
9496,train
9497,train
9498,train
9499,test
9500,val
9501,train
9502,train
9503,train
9504,train
9505,train
9506,test
9507,test
9508,train
9509,train
9510,test
9511,train
9512,train
9513,test
9514,train
9515,test
9516,train
9517,train
9518,val
9519,train
9520,train
9521,train
9522,train
9523,train
9524,test
9525,test
9526,test
9527,train
9528,train
9529,train
9530,test
9531,train
9532,val
9533,val
9534,train
9535,train
9536,train
9537,train
9538,val
9539,train
9540,train
9541,train
9542,val
9543,train
9544,test
9545,val
9546,val
9547,train
9548,train
9549,test
9550,test
9551,train
9552,train
9553,train
9554,train
9555,val
9556,train
9557,train
9558,train
9559,train
9560,train
9561,train
9562,train
9563,train
9564,train
9565,train
9566,val
9567,val
9568,test
9569,val
9570,train
9571,train
9572,train
9573,val
9574,train
9575,train
9576,train
9577,val
9578,train
9579,train
9580,train
9581,train
9582,val
9583,train
9584,train
9585,train
9586,test
9587,val
9588,train
9589,train
9590,train
9591,train
9592,test
9593,train
9594,val
9595,train
9596,train
9597,test
9598,train
9599,train
9600,train
9601,test
9602,train
9603,train
9604,train
9605,train
9606,train
9607,train
9608,val
9609,val
9610,test
9611,val
9612,train
9613,val
9614,train
9615,train
9616,train
9617,train
9618,train
9619,train
9620,train
9621,train
9622,val
9623,train
9624,train
9625,val
9626,train
9627,train
9628,val
9629,train
9630,test
9631,test
9632,train
9633,train
9634,test
9635,test
9636,train
9637,test
9638,train
9639,train
9640,train
9641,test
9642,train
9643,train
9644,train
9645,train
9646,test
9647,val
9648,train
9649,train
9650,train
9651,train
9652,val
9653,test
9654,train
9655,test
9656,train
9657,train
9658,train
9659,train
9660,train
9661,train
9662,train
9663,train
9664,test
9665,train
9666,train
9667,train
9668,train
9669,train
9670,train
9671,train
9672,val
9673,train
9674,train
9675,train
9676,train
9677,test
9678,train
9679,train
9680,val
9681,test
9682,train
9683,train
9684,train
9685,train
9686,train
9687,train
9688,train
9689,train
9690,train
9691,train
9692,train
9693,train
9694,val
9695,train
9696,train
9697,train
9698,train
9699,train
9700,train
9701,train
9702,train
9703,train
9704,train
9705,train
9706,test
9707,train
9708,train
9709,train
9710,train
9711,train
9712,train
9713,test
9714,test
9715,val
9716,train
9717,train
9718,train
9719,train
9720,train
9721,train
9722,train
9723,train
9724,test
9725,train
9726,train
9727,train
9728,val
9729,train
9730,train
9731,val
9732,train
9733,train
9734,test
9735,val
9736,train
9737,train
9738,train
9739,val
9740,val
9741,train
9742,train
9743,train
9744,train
9745,train
9746,train
9747,train
9748,train
9749,train
9750,train
9751,test
9752,train
9753,val
9754,train
9755,train
9756,test
9757,test
9758,train
9759,train
9760,test
9761,val
9762,train
9763,train
9764,train
9765,train
9766,train
9767,train
9768,train
9769,train
9770,train
9771,train
9772,train
9773,train
9774,train
9775,train
9776,val
9777,test
9778,train
9779,train
9780,train
9781,train
9782,train
9783,train
9784,val
9785,test
9786,test
9787,test
9788,train
9789,train
9790,test
9791,test
9792,train
9793,train
9794,train
9795,val
9796,train
9797,train
9798,train
9799,train
9800,train
9801,train
9802,val
9803,test
9804,train
9805,train
9806,val
9807,val
9808,train
9809,train
9810,train
9811,val
9812,train
9813,train
9814,test
9815,test
9816,train
9817,test
9818,train
9819,val
9820,val
9821,test
9822,val
9823,train
9824,train
9825,val
9826,train
9827,train
9828,val
9829,test
9830,test
9831,train
9832,train
9833,train
9834,train
9835,train
9836,val
9837,test
9838,val
9839,train
9840,train
9841,train
9842,train
9843,test
9844,train
9845,val
9846,train
9847,val
9848,train
9849,test
9850,test
9851,val
9852,val
9853,train
9854,test
9855,train
9856,train
9857,train
9858,train
9859,val
9860,train
9861,train
9862,train
9863,train
9864,test
9865,train
9866,train
9867,train
9868,train
9869,test
9870,train
9871,train
9872,train
9873,train
9874,train
9875,train
9876,train
9877,val
9878,train
9879,train
9880,train
9881,train
9882,val
9883,train
9884,train
9885,train
9886,train
9887,train
9888,val
9889,train
9890,train
9891,train
9892,train
9893,test
9894,train
9895,train
9896,train
9897,train
9898,val
9899,train
9900,train
9901,train
9902,test
9903,train
9904,train
9905,train
9906,train
9907,train
9908,train
9909,train
9910,test
9911,train
9912,train
9913,train
9914,test
9915,train
9916,test
9917,train
9918,val
9919,val
9920,train
9921,val
9922,val
9923,train
9924,test
9925,train
9926,val
9927,val
9928,train
9929,train
9930,train
9931,test
9932,test
9933,val
9934,train
9935,train
9936,train
9937,train
9938,test
9939,val
9940,train
9941,train
9942,train
9943,val
9944,test
9945,train
9946,train
9947,train
9948,train
9949,val
9950,train
9951,train
9952,train
9953,train
9954,train
9955,train
9956,train
9957,train
9958,train
9959,train
9960,train
9961,val
9962,train
9963,train
9964,train
9965,train
9966,test
9967,train
9968,val
9969,train
9970,train
9971,train
9972,test
9973,train
9974,test
9975,train
9976,train
9977,train
9978,train
9979,test
9980,train
9981,train
9982,test
9983,val
9984,train
9985,train
9986,val
9987,train
9988,train
9989,val
9990,train
9991,train
9992,val
9993,train
9994,train
9995,train
9996,val
9997,train
9998,train
9999,train
